,File_Name,Bbox,Height,Width,Disease_Name
3199,train_42.png,"[1564.0, 730.0, 126.0, 331.0]",1316,2828,caries
3008,train_333.png,"[1078.0, 415.0, 99.0, 304.0]",1316,2766,caries
3143,train_490.png,"[695.3333333333334, 674.6666666666667, 291.66666666666663, 235.0]",1316,2744,caries
1637,train_280.png,"[704.5454545454545, 426.99386503067484, 130.68181818181824, 300.2788622420524]",1316,2844,caries
3242,train_258.png,"[1243.0, 419.0, 98.0, 415.0]",1504,2872,caries
635,train_86.png,"[582.0, 868.0, 206.0, 306.0]",1504,2872,impacted
2752,train_523.png,"[1015.0, 263.0, 166.0, 338.0]",1316,2942,periapical
1373,train_583.png,"[724.0, 643.0, 251.0, 249.0]",1316,2839,periapical
2019,train_632.png,"[918.0, 781.4444444444446, 226.0, 320.55555555555543]",1316,2822,caries
2980,train_580.png,"[1769.7916666666667, 435.4166666666667, 142.70833333333326, 303.12500000000006]",1316,2804,caries
266,train_654.png,"[1723.0, 783.0, 121.0, 320.0]",1504,2868,caries
858,train_220.png,"[1726.0, 754.0, 286.0, 281.0]",1316,2920,caries
2172,train_626.png,"[1829.6451612903227, 413.7096774193548, 158.0645161290322, 304.83870967741933]",1316,2811,caries
24,train_95.png,"[847.0, 530.0, 197.0, 330.0]",1504,2872,caries
437,train_679.png,"[1155.0, 773.0, 121.0, 350.0]",1504,2884,caries
3111,train_284.png,"[2085.0, 538.0, 192.0, 261.0]",1504,2872,caries
32,train_475.png,"[1211.0, 891.0, 200.0, 298.0]",1504,2872,periapical
2037,train_64.png,"[1878.0, 459.0, 173.0, 230.0]",1316,2896,impacted
3387,train_525.png,"[469.0, 469.0, 263.0, 270.0]",1316,2657,impacted
3465,train_138.png,"[1738.2352941176468, 554.4117647058823, 257.3529411764707, 376.47058823529403]",1316,2753,caries
864,train_220.png,"[1067.123287671233, 454.3013698630137, 173.97260273972597, 260.2739726027398]",1316,2920,caries
1046,train_362.png,"[1915.0, 930.0, 229.0, 287.0]",1504,2872,deep_caries
2959,train_43.png,"[2057.0, 798.0, 239.0, 255.0]",1504,2868,caries
1803,train_363.png,"[829.0, 741.0, 328.0, 415.0]",1316,2799,periapical
1827,train_643.png,"[807.5949367088607, 370.88607594936707, 122.78481012658233, 316.4556962025316]",1316,2900,caries
2701,train_445.png,"[1720.4545454545455, 731.8181818181819, 214.77272727272725, 298.8636363636364]",1316,2774,deep_caries
83,train_581.png,"[1702.0, 602.2432432432432, 291.0, 320.7567567567568]",1316,2788,periapical
500,train_137.png,"[973.0, 854.0, 138.0, 289.0]",1504,2884,caries
918,train_243.png,"[709.0, 514.0, 150.0, 302.0]",1504,2872,caries
3099,train_140.png,"[1862.0, 938.0, 281.0, 306.0]",1504,2872,caries
2300,train_387.png,"[1636.2068965517242, 775.8620689655173, 100.0, 327.58620689655174]",1316,2731,caries
1961,train_624.png,"[606.2372881355933, 511.8813559322034, 154.2372881355932, 211.86440677966107]",976,1976,caries
173,train_453.png,"[2241.322314049587, 797.5206611570248, 220.66115702479328, 271.0743801652892]",1504,2880,caries
2553,train_282.png,"[1627.0, 764.0, 260.0, 295.0]",1316,2796,caries
334,train_0.png,"[1791.0, 445.72727272727263, 147.45454545454527, 323.6363636363636]",1316,2850,caries
2597,train_543.png,"[1757.0, 879.0, 207.0, 313.0]",1503,2892,caries
1737,train_366.png,"[1156.0, 774.0, 141.0, 289.0]",1316,2830,periapical
2241,train_396.png,"[836.0, 550.0, 187.0, 307.0]",1504,2872,caries
3039,train_418.png,"[1991.2621359223301, 670.8737864077669, 205.82524271844636, 328.1553398058253]",1316,2840,caries
1990,train_151.png,"[2087.0, 706.8918918918919, 274.67567567567585, 229.7297297297298]",1316,2984,impacted
3246,train_616.png,"[144.0, 742.0, 278.0, 269.0]",1504,2476,caries
2219,train_321.png,"[2139.0, 523.0, 149.0, 175.0]",1504,2872,impacted
43,train_637.png,"[858.0, 841.0, 277.0, 306.0]",1536,3076,caries
2932,train_279.png,"[1900.0, 678.0, 240.0, 310.0]",1316,2885,caries
848,train_438.png,"[522.0, 563.0, 201.0, 201.0]",1316,2689,impacted
554,train_424.png,"[852.0, 389.0, 158.0, 314.0]",1316,2825,caries
2872,train_359.png,"[844.0, 330.0, 165.0, 274.0]",1316,2986,deep_caries
2817,train_18.png,"[2162.0, 829.0, 249.0, 224.0]",1504,2872,impacted
129,train_136.png,"[755.0, 412.0, 159.0, 248.0]",1316,2852,impacted
545,train_108.png,"[917.0, 732.0, 178.0, 292.0]",1316,2817,caries
782,train_428.png,"[1822.0, 799.0, 155.0, 316.0]",1536,3076,caries
2619,train_310.png,"[1761.1570247933885, 589.2561983471074, 119.00826446280985, 322.31404958677683]",1504,2872,caries
1752,train_118.png,"[1795.0, 609.0, 168.0, 269.0]",1504,2688,caries
1754,train_40.png,"[1777.0, 435.0, 213.0, 285.0]",1316,3001,caries
468,train_694.png,"[2096.0, 503.0, 171.0, 139.0]",1504,2872,impacted
7,train_673.png,"[779.0, 376.0, 132.0, 317.0]",1316,2744,caries
459,train_405.png,"[850.0, 728.0, 244.0, 309.0]",1316,2837,caries
1952,train_624.png,"[770.754716981132, 317.92452830188677, 70.7547169811321, 203.7735849056604]",976,1976,caries
3079,train_522.png,"[701.0, 569.0, 229.0, 265.0]",1316,2925,deep_caries
282,train_493.png,"[1822.0, 482.1111111111111, 165.0, 311.8888888888889]",1316,2843,caries
2399,train_651.png,"[2200.0, 803.0, 179.0, 248.0]",1504,2872,impacted
1824,train_340.png,"[1212.0, 315.2542372881356, 129.0, 293.7457627118644]",1316,2937,caries
186,train_289.png,"[1706.0, 830.0, 117.0, 344.0]",1504,2868,caries
1485,train_57.png,"[1875.0, 723.0, 302.0, 318.0]",1504,2872,caries
460,train_405.png,"[803.0, 411.0, 159.0, 289.0]",1316,2837,caries
2516,train_448.png,"[827.0833333333334, 701.0, 239.58333333333337, 308.3333333333335]",1316,2765,caries
429,train_474.png,"[1058.0, 384.0, 140.0, 303.0]",1316,2890,caries
1239,train_152.png,"[1768.0, 941.0, 118.0, 331.0]",1504,2872,caries
450,train_294.png,"[805.0, 292.0, 168.0, 316.0]",1316,2880,periapical
2535,train_96.png,"[1711.0, 439.0, 116.0, 321.0]",1504,2868,caries
2205,train_67.png,"[865.0, 765.0, 268.0, 291.0]",1504,2872,caries
3017,train_63.png,"[916.0, 624.0, 286.0, 294.0]",1316,3001,caries
3057,train_242.png,"[863.0, 593.4102564102564, 204.0, 248.71794871794873]",1316,2844,caries
1482,train_57.png,"[1037.0, 448.0, 103.0, 306.0]",1504,2872,caries
516,train_545.png,"[1973.0, 587.0, 244.0, 237.0]",1504,2872,impacted
1333,train_460.png,"[661.0, 870.0, 210.0, 207.0]",1504,2872,impacted
181,train_289.png,"[897.0, 838.0, 213.0, 314.0]",1504,2868,deep_caries
1517,train_37.png,"[1771.0, 886.0, 167.0, 301.0]",1504,2872,caries
488,train_606.png,"[506.0, 536.25, 122.75, 190.0]",976,1976,caries
1757,train_367.png,"[806.0, 558.0, 295.0, 251.0]",1316,2839,caries
2315,train_100.png,"[720.0, 799.0, 279.0, 272.0]",1504,2872,impacted
2625,train_147.png,"[1093.0, 598.0, 113.0, 280.0]",1504,2868,caries
2883,train_539.png,"[851.0, 740.0, 284.0, 298.0]",1316,2768,deep_caries
734,train_204.png,"[1988.0, 430.0, 186.0, 182.0]",1316,2872,impacted
514,train_545.png,"[837.0, 564.0, 196.0, 257.0]",1504,2872,impacted
2111,train_639.png,"[1109.7272727272727, 313.9090909090909, 96.36363636363626, 425.4545454545454]",1316,2852,deep_caries
1083,train_177.png,"[848.314606741573, 696.629213483146, 231.4606741573034, 306.74157303370794]",1316,2814,caries
1287,train_49.png,"[474.5, 433.25, 186.25, 192.5]",976,1976,caries
192,train_499.png,"[1991.111111111111, 645.5555555555555, 163.33333333333326, 161.1111111111111]",1316,2940,impacted
2596,train_543.png,"[1796.0, 602.0, 194.0, 290.0]",1503,2892,caries
2029,train_121.png,"[2069.0, 485.0, 195.0, 284.0]",1504,2872,deep_caries
2588,train_109.png,"[1912.0, 391.0, 179.0, 359.0]",1504,2872,caries
1004,train_462.png,"[871.0, 857.0, 182.0, 139.0]",1504,2872,deep_caries
964,train_467.png,"[1616.6666666666667, 598.8095238095239, 165.47619047619037, 286.9047619047619]",1504,2540,periapical
1310,train_159.png,"[1801.2857142857142, 599.9999999999999, 255.35714285714266, 241.07142857142856]",1316,2820,caries
1281,train_49.png,"[625.75, 239.5, 93.75, 230.0]",976,1976,caries
1437,train_191.png,"[888.0, 735.0, 214.0, 321.0]",1504,2880,caries
2181,train_566.png,"[1781.0, 550.0, 147.0, 274.0]",1316,2856,caries
2975,train_75.png,"[855.4615384615385, 696.4615384615385, 169.23076923076917, 198.07692307692298]",1504,2872,impacted
1623,train_576.png,"[1310.0, 769.0, 88.0, 292.0]",1316,2758,periapical
2431,train_69.png,"[959.7222222222223, 487.16666666666674, 108.33333333333337, 147.22222222222217]",1316,2963,impacted
793,train_273.png,"[2049.030303030303, 864.0, 249.0, 317.0]",1504,2868,caries
3154,train_587.png,"[946.8620689655173, 665.0689655172414, 100.13793103448268, 313.7931034482758]",1316,2714,caries
3358,train_298.png,"[1019.0, 954.0, 106.0, 289.0]",1504,2628,caries
885,train_510.png,"[893.0, 292.0, 135.0, 333.0]",1316,2896,caries
3078,train_508.png,"[2126.969696969697, 731.030303030303, 251.0, 311.0]",1504,2872,caries
2954,train_131.png,"[798.0, 707.0, 242.0, 263.0]",1316,3003,caries
2126,train_582.png,"[1969.0, 644.0, 212.0, 259.0]",1316,2977,deep_caries
201,train_254.png,"[857.0, 418.0, 191.0, 343.0]",1504,2876,caries
401,train_404.png,"[1767.9611650485435, 795.1456310679612, 188.34951456310682, 249.514563106796]",1316,2960,caries
2364,train_146.png,"[1030.6666666666667, 548.0, 66.66666666666652, 234.0]",976,1976,caries
2725,train_575.png,"[1638.0, 492.0, 120.0, 170.0]",1504,2556,deep_caries
890,train_29.png,"[845.0, 412.66666666666674, 140.0, 273.33333333333326]",1316,2810,caries
1719,train_134.png,"[1860.8695652173913, 331.66666666666663, 171.01449275362302, 182.60869565217388]",1316,2718,impacted
2985,train_684.png,"[1723.0, 455.0, 183.0, 307.0]",1316,2694,caries
548,train_309.png,"[1898.0, 398.0, 193.0, 192.0]",1504,2872,impacted
163,train_176.png,"[1717.0, 447.0, 118.0, 308.0]",1504,2868,caries
2334,train_377.png,"[1282.0, 774.0, 112.0, 292.0]",1316,2973,caries
3214,train_197.png,"[2177.0, 832.0, 227.0, 329.0]",1504,2872,caries
1909,train_484.png,"[1966.125, 345.0, 133.0, 257.0]",1316,2971,impacted
1655,train_265.png,"[1880.0, 532.0, 178.0, 308.0]",1504,2872,caries
1997,train_151.png,"[1258.0, 774.0, 97.0, 302.0]",1316,2984,deep_caries
857,train_388.png,"[1734.4827586206898, 708.6206896551724, 125.0, 259.48275862068965]",1316,2860,caries
3270,train_249.png,"[2134.0, 849.0, 209.0, 174.0]",1504,2868,impacted
1636,train_280.png,"[917.0454545454545, 384.09090909090907, 195.4545454545455, 295.45454545454544]",1316,2844,caries
191,train_499.png,"[1801.7777777777778, 298.6666666666667, 201.1111111111111, 176.66666666666663]",1316,2940,impacted
269,train_54.png,"[873.0, 699.0, 239.0, 267.0]",1316,2904,caries
1189,train_658.png,"[1663.0, 426.0, 87.66666666666674, 291.33333333333337]",1316,2656,caries
1175,train_464.png,"[978.0, 781.0, 166.0, 284.0]",1504,2872,caries
1317,train_159.png,"[941.0, 679.0, 153.0, 150.0]",1316,2820,deep_caries
1160,train_446.png,"[631.0, 817.0, 178.0, 249.0]",1504,2872,impacted
2434,train_532.png,"[1164.0, 560.0, 82.0, 211.0]",1504,2868,deep_caries
1020,train_16.png,"[830.0, 800.0, 241.0, 305.0]",1536,3076,deep_caries
396,train_634.png,"[1675.6097560975609, 662.1951219512194, 131.70731707317077, 341.4634146341464]",1316,2952,caries
383,train_541.png,"[1964.0, 809.0, 229.0, 227.0]",1316,2729,impacted
3390,train_525.png,"[1621.0, 566.0, 138.0, 326.0]",1316,2657,caries
2611,train_517.png,"[1493.3884297520663, 547.1074380165289, 133.0578512396694, 357.8512396694215]",1504,2872,caries
1976,train_150.png,"[2023.0, 229.0, 193.0, 281.0]",1316,2802,impacted
1497,train_171.png,"[854.3689320388349, 438.83495145631065, 144.6601941747573, 298.0582524271845]",1316,2882,caries
787,train_273.png,"[884.0, 573.0, 147.0, 294.0]",1504,2868,caries
1322,train_365.png,"[905.0, 850.0, 242.0, 277.0]",1504,2872,periapical
1689,train_234.png,"[1116.2131147540983, 548.6393442622951, 82.78688524590166, 209.8360655737705]",976,1976,deep_caries
1765,train_386.png,"[892.0, 770.0, 204.0, 283.0]",1316,2952,deep_caries
987,train_437.png,"[535.0, 638.0, 308.0, 216.0]",1316,2856,impacted
2148,train_478.png,"[1854.0, 471.0, 203.0, 328.0]",1316,2830,caries
2662,train_198.png,"[2012.0, 768.0, 174.0, 204.0]",1316,2969,impacted
3024,train_55.png,"[1023.0, 927.0, 217.0, 294.0]",1504,2872,caries
300,train_225.png,"[1997.0, 533.0, 161.0, 317.0]",1504,2868,deep_caries
1535,train_14.png,"[1822.0, 402.0, 163.0, 216.0]",1316,2828,deep_caries
2965,train_653.png,"[1997.2222222222224, 721.0, 194.44444444444457, 213.8888888888889]",1316,2873,deep_caries
2606,train_364.png,"[1932.978723404255, 530.8510638297872, 164.8936170212769, 338.29787234042544]",1536,3076,caries
374,train_592.png,"[876.0, 537.0, 176.0, 290.0]",1504,2884,deep_caries
3292,train_317.png,"[1956.9767441860465, 368.60465116279073, 143.02325581395348, 333.72093023255815]",1316,2802,caries
3500,train_193.png,"[866.2162162162163, 568.918918918919, 101.35135135135135, 132.4324324324324]",1504,2872,deep_caries
1488,train_555.png,"[1743.5897435897434, 413.23076923076917, 189.74358974358984, 325.64102564102564]",1316,2828,caries
3508,train_338.png,"[2055.0, 762.0, 214.0, 158.0]",1316,2910,impacted
234,train_536.png,"[1774.2857142857142, 459.9999999999999, 135.71428571428578, 335.0000000000001]",1316,2900,caries
957,train_467.png,"[576.0, 848.0, 189.0, 306.0]",1504,2540,caries
1188,train_658.png,"[1583.6666666666667, 420.0, 99.33333333333326, 302.0]",1316,2656,caries
2346,train_2.png,"[1791.0, 900.0, 251.0, 315.0]",1504,2872,caries
2599,train_492.png,"[2153.0, 524.0, 154.0, 248.0]",1504,2868,impacted
1381,train_602.png,"[866.0, 583.0, 157.0, 295.0]",1504,2872,caries
604,train_513.png,"[928.0, 413.0, 126.0, 307.0]",1316,2867,caries
1489,train_555.png,"[1892.3076923076922, 349.1282051282051, 248.71794871794896, 264.1025641025641]",1316,2828,impacted
1448,train_665.png,"[1111.6078431372548, 456.27450980392155, 76.47058823529414, 123.52941176470586]",1316,2929,deep_caries
3104,train_547.png,"[704.0, 564.0, 241.0, 297.0]",1316,2780,caries
2377,train_652.png,"[1977.0, 586.0, 153.0, 269.0]",1504,2872,caries
1799,train_219.png,"[1407.0, 526.0, 111.0, 303.0]",1504,2688,caries
608,train_683.png,"[1744.0, 314.2857142857142, 111.85714285714266, 311.42857142857144]",1316,2940,caries
3149,train_587.png,"[1590.344827586207, 315.55172413793105, 100.0, 298.2758620689656]",1316,2714,deep_caries
1820,train_260.png,"[1271.25, 473.75, 152.5, 207.5]",976,1976,caries
2278,train_50.png,"[1805.0, 857.0, 229.0, 298.0]",1504,2872,deep_caries
1157,train_618.png,"[676.0, 709.0, 180.0, 223.0]",1316,2814,impacted
2742,train_494.png,"[1779.0, 751.0, 225.0, 287.0]",1504,2612,caries
804,train_273.png,"[1040.0, 912.0, 147.0, 313.0]",1504,2868,deep_caries
2497,train_168.png,"[1510.9589041095892, 902.7397260273973, 83.56164383561622, 267.1232876712328]",1504,2868,periapical
2188,train_660.png,"[834.0, 707.0, 199.0, 289.0]",1316,2939,caries
2834,train_339.png,"[899.0, 718.0, 309.0, 273.0]",1316,2922,caries
3058,train_242.png,"[765.1025641025641, 566.8205128205128, 159.8974358974359, 284.6153846153845]",1316,2844,caries
3115,train_222.png,"[770.0, 450.0, 145.0, 299.0]",1504,2872,deep_caries
2460,train_375.png,"[1123.0, 810.0, 87.0, 272.0]",1504,2872,deep_caries
2014,train_632.png,"[930.4444444444445, 464.1111111111111, 170.55555555555554, 294.44444444444446]",1316,2822,caries
1583,train_584.png,"[692.0, 861.0, 241.0, 280.0]",1504,2868,caries
1008,train_216.png,"[2040.0, 290.2608695652174, 152.0, 197.82608695652175]",1316,2868,impacted
3487,train_238.png,"[845.0, 783.0, 212.0, 237.0]",1316,2886,periapical
863,train_220.png,"[1984.9315068493152, 637.8630136986302, 246.57534246575324, 253.42465753424653]",1316,2920,impacted
324,train_3.png,"[1799.421052631579, 391.36842105263156, 160.52631578947376, 158.63157894736844]",1316,2682,impacted
1088,train_30.png,"[1720.0, 142.0, 185.0, 181.0]",1316,2815,deep_caries
4,train_673.png,"[1536.0, 753.0, 103.0, 381.0]",1316,2744,caries
765,train_313.png,"[1991.0, 867.0, 241.0, 276.0]",1504,2872,caries
1703,train_376.png,"[2016.0, 569.0, 252.0, 230.0]",1316,2881,impacted
2675,train_560.png,"[2055.0, 685.0, 180.0, 225.0]",1316,2789,impacted
1899,train_248.png,"[1840.5405405405406, 360.7837837837838, 105.40540540540542, 183.7837837837838]",1316,2872,deep_caries
677,train_456.png,"[708.0, 733.0, 258.0, 281.0]",1316,2799,caries
1459,train_11.png,"[1879.0, 543.0, 173.0, 316.0]",1504,2872,caries
3013,train_419.png,"[1818.0, 703.0, 239.0, 295.0]",1316,2964,caries
205,train_271.png,"[1894.0, 700.0, 246.0, 296.0]",1316,2982,caries
836,train_255.png,"[1771.0, 756.0, 219.0, 297.0]",1316,2954,caries
368,train_19.png,"[1741.090909090909, 604.8181818181818, 245.45454545454527, 278.18181818181824]",1316,2881,caries
1440,train_191.png,"[1933.0, 739.0, 160.0, 350.0]",1504,2880,caries
149,train_348.png,"[1175.0, 666.0, 120.0, 319.0]",1504,2872,caries
3116,train_222.png,"[1911.030303030303, 490.9696969696969, 172.0, 296.0]",1504,2872,caries
2716,train_628.png,"[677.6666666666667, 663.6666666666667, 263.8888888888888, 325.0]",1316,2845,caries
1233,train_261.png,"[1892.0, 346.0, 175.0, 332.0]",1316,2923,caries
84,train_581.png,"[1822.837837837838, 529.0, 300.1621621621621, 282.0]",1316,2788,caries
2436,train_532.png,"[803.0, 810.0, 206.0, 273.0]",1504,2868,caries
1753,train_118.png,"[1920.0, 601.0, 138.0, 265.0]",1504,2688,caries
1309,train_159.png,"[1608.4285714285713, 658.9285714285713, 147.57142857142867, 337.07142857142867]",1316,2820,periapical
2655,train_472.png,"[1900.0, 389.0, 192.0, 233.0]",1316,3004,impacted
98,train_12.png,"[789.0, 805.0, 212.0, 296.0]",1504,2872,caries
3424,train_556.png,"[1571.0344827586207, 444.51724137931035, 112.0689655172414, 356.896551724138]",1316,2727,caries
881,train_291.png,"[1041.1764705882351, 761.7647058823529, 167.6470588235295, 330.88235294117635]",1316,2788,caries
526,train_480.png,"[569.0, 473.0, 117.0, 313.0]",1504,2444,caries
634,train_385.png,"[752.0, 624.0, 268.0, 299.0]",1316,2888,caries
576,train_223.png,"[772.0, 425.0, 186.0, 328.0]",1316,2714,caries
1566,train_703.png,"[1892.1428571428569, 353.7857142857142, 191.07142857142844, 251.78571428571422]",1316,2822,impacted
2108,train_334.png,"[1047.0, 536.0, 131.0, 305.0]",1504,2872,caries
595,train_188.png,"[1840.076923076923, 411.8461538461538, 88.46153846153834, 226.9230769230769]",1504,2872,deep_caries
2889,train_619.png,"[819.1489361702127, 775.531914893617, 221.2765957446809, 340.42553191489367]",1316,2830,caries
3461,train_138.png,"[698.5294117647059, 117.8235294117647, 141.17647058823525, 383.8235294117647]",1316,2753,caries
239,train_536.png,"[600.0, 806.5714285714284, 261.0, 256.42857142857156]",1316,2900,impacted
1463,train_373.png,"[1068.0, 604.0, 157.0, 268.0]",1504,2872,caries
908,train_417.png,"[1005.0, 746.0, 222.0, 298.0]",1316,2982,caries
986,train_79.png,"[397.5, 512.5, 146.25, 131.25]",976,1976,impacted
111,train_564.png,"[1400.75, 537.0, 113.75, 125.0]",976,1976,impacted
1152,train_80.png,"[787.0, 461.0, 134.0, 302.0]",1316,2728,caries
2154,train_59.png,"[1740.0, 648.0, 252.0, 332.0]",1316,2862,periapical
2212,train_67.png,"[1979.0, 672.0, 208.0, 264.0]",1504,2872,deep_caries
2448,train_132.png,"[604.0769230769231, 449.051282051282, 184.61538461538453, 223.0769230769231]",1316,2819,impacted
2545,train_503.png,"[1716.0, 506.0, 120.0, 349.0]",1504,2868,caries
925,train_332.png,"[1744.0, 496.0, 119.0, 271.0]",1316,2983,caries
894,train_44.png,"[958.8888888888889, 487.77777777777777, 137.77777777777783, 309.99999999999994]",1316,2953,caries
2391,train_361.png,"[654.0, 460.0, 180.0, 272.0]",1316,2799,deep_caries
2403,train_691.png,"[1975.0, 700.0, 176.0, 202.0]",1316,2827,impacted
3003,train_21.png,"[467.0, 483.0, 171.75, 181.0]",976,1976,caries
1098,train_524.png,"[1359.4594594594594, 514.8648648648649, 110.81081081081084, 298.64864864864865]",1504,2872,deep_caries
3367,train_429.png,"[750.7462686567163, 231.34328358208953, 140.29850746268664, 355.22388059701495]",1316,2854,caries
